idx	label	predict	radius	correct	time
40	tensor([4], dtype=torch.int32)	8	0.433	0	0:03:06.888402
41	tensor([5], dtype=torch.int32)	5	0.616	1	0:04:58.171095
42	tensor([1], dtype=torch.int32)	1	0.616	1	0:07:25.258491
43	tensor([5], dtype=torch.int32)	5	0.416	1	0:06:40.828359
44	tensor([6], dtype=torch.int32)	6	0.488	1	0:06:14.901190
45	tensor([4], dtype=torch.int32)	4	0.544	1	0:05:22.730508
46	tensor([8], dtype=torch.int32)	8	0.616	1	0:06:46.216697
47	tensor([1], dtype=torch.int32)	1	0.616	1	0:06:14.876314
48	tensor([2], dtype=torch.int32)	4	0.0673	0	0:05:58.319025
49	tensor([9], dtype=torch.int32)	9	0.589	1	0:05:10.417104
50	tensor([4], dtype=torch.int32)	4	0.39	1	0:08:06.929970
51	tensor([1], dtype=torch.int32)	1	0.616	1	0:05:41.525721
52	tensor([8], dtype=torch.int32)	3	0.404	0	0:05:52.609402
53	tensor([7], dtype=torch.int32)	7	0.616	1	0:08:39.314322
54	tensor([5], dtype=torch.int32)	5	0.616	1	0:02:59.400703
55	tensor([3], dtype=torch.int32)	8	0.0534	0	0:09:22.021080
56	tensor([5], dtype=torch.int32)	6	0.383	0	0:03:46.342643
57	tensor([5], dtype=torch.int32)	5	0.616	1	0:09:39.448377
58	tensor([9], dtype=torch.int32)	6	0.0821	0	0:08:42.825796
59	tensor([5], dtype=torch.int32)	5	0.616	1	0:13:18.766279
60	tensor([2], dtype=torch.int32)	4	0.299	0	0:24:35.461446
61	tensor([2], dtype=torch.int32)	2	0.616	1	0:07:51.707962
62	tensor([6], dtype=torch.int32)	6	0.116	1	0:05:23.937368
63	tensor([8], dtype=torch.int32)	8	0.616	1	0:13:16.250244
64	tensor([1], dtype=torch.int32)	1	0.616	1	0:03:46.720745
65	tensor([9], dtype=torch.int32)	9	0.426	1	0:05:46.365791
66	tensor([1], dtype=torch.int32)	1	0.616	1	0:04:50.328154
67	tensor([1], dtype=torch.int32)	1	0.616	1	0:05:01.429317
68	tensor([8], dtype=torch.int32)	8	0.0404	1	0:15:14.120853
69	tensor([2], dtype=torch.int32)	2	0.616	1	0:08:00.279768
70	tensor([2], dtype=torch.int32)	2	0.616	1	0:03:12.133108
71	tensor([0], dtype=torch.int32)	0	0.207	1	0:03:12.526323
72	tensor([9], dtype=torch.int32)	9	0.616	1	0:03:12.445066
73	tensor([3], dtype=torch.int32)	4	0.373	0	0:03:11.962070
74	tensor([8], dtype=torch.int32)	8	0.616	1	0:03:12.303491
75	tensor([0], dtype=torch.int32)	0	0.616	1	0:03:12.165562
76	tensor([9], dtype=torch.int32)	8	0.206	0	0:03:13.349705
77	tensor([3], dtype=torch.int32)	3	0.0124	1	0:03:12.646553
78	tensor([8], dtype=torch.int32)	8	0.616	1	0:03:12.474306
79	tensor([8], dtype=torch.int32)	8	0.616	1	0:03:12.676188
80	tensor([8], dtype=torch.int32)	8	0.616	1	1:23:33.782970
81	tensor([8], dtype=torch.int32)	8	0.616	1	2:12:22.292127
82	tensor([9], dtype=torch.int32)	8	0.589	0	0:05:30.645475
83	tensor([2], dtype=torch.int32)	2	0.616	1	0:05:24.788947
84	tensor([3], dtype=torch.int32)	3	0.0903	1	0:05:32.954513
85	tensor([7], dtype=torch.int32)	7	0.616	1	0:05:52.595499
86	tensor([7], dtype=torch.int32)	7	0.616	1	0:06:03.245036
87	tensor([7], dtype=torch.int32)	7	0.616	1	0:04:48.410978
88	tensor([3], dtype=torch.int32)	3	0.501	1	0:04:26.766178
89	tensor([9], dtype=torch.int32)	9	0.616	1	0:04:26.712526
90	tensor([5], dtype=torch.int32)	5	0.616	1	0:04:26.795595
91	tensor([0], dtype=torch.int32)	0	0.449	1	0:05:20.398446
92	tensor([0], dtype=torch.int32)	-1	0.0	0	0:05:54.500823
93	tensor([0], dtype=torch.int32)	0	0.616	1	0:05:38.335047
94	tensor([0], dtype=torch.int32)	0	0.616	1	0:05:22.837894
95	tensor([4], dtype=torch.int32)	4	0.305	1	0:05:19.946510
96	tensor([6], dtype=torch.int32)	6	0.616	1	0:05:12.766586
97	tensor([6], dtype=torch.int32)	7	0.205	0	0:05:32.979748
98	tensor([8], dtype=torch.int32)	8	0.616	1	0:05:36.185940
99	tensor([6], dtype=torch.int32)	6	0.616	1	0:05:41.144750
100	tensor([0], dtype=torch.int32)	0	0.616	1	0:08:14.236293
101	tensor([8], dtype=torch.int32)	8	0.616	1	0:04:31.600477
102	tensor([0], dtype=torch.int32)	0	0.616	1	0:06:54.302161
103	tensor([7], dtype=torch.int32)	7	0.616	1	0:17:38.672093
104	tensor([0], dtype=torch.int32)	0	0.616	1	0:07:38.174737
105	tensor([6], dtype=torch.int32)	6	0.616	1	0:14:11.494306
106	tensor([2], dtype=torch.int32)	4	0.258	0	0:05:03.496360
107	tensor([3], dtype=torch.int32)	4	0.195	0	0:06:14.995578
108	tensor([2], dtype=torch.int32)	-1	0.0	0	0:08:28.228205
109	tensor([0], dtype=torch.int32)	0	0.544	1	0:11:10.619527
110	tensor([9], dtype=torch.int32)	9	0.616	1	0:03:11.860565
111	tensor([4], dtype=torch.int32)	4	0.163	1	0:08:04.242071
112	tensor([1], dtype=torch.int32)	1	0.616	1	0:06:47.093169
113	tensor([3], dtype=torch.int32)	3	0.324	1	0:08:30.868983
114	tensor([9], dtype=torch.int32)	9	0.433	1	0:20:33.205683
115	tensor([5], dtype=torch.int32)	1	0.516	0	0:13:46.101107
116	tensor([4], dtype=torch.int32)	7	0.18	0	0:17:58.421699
117	tensor([3], dtype=torch.int32)	7	0.544	0	0:04:20.768777
118	tensor([6], dtype=torch.int32)	6	0.457	1	0:05:07.728340
119	tensor([6], dtype=torch.int32)	8	0.098	0	0:07:33.453666
120	tensor([0], dtype=torch.int32)	0	0.226	1	0:04:15.815273
121	tensor([7], dtype=torch.int32)	7	0.616	1	0:04:10.482138
122	tensor([6], dtype=torch.int32)	6	0.616	1	0:09:36.706203
123	tensor([6], dtype=torch.int32)	8	0.134	0	0:05:42.745532
124	tensor([4], dtype=torch.int32)	4	0.19	1	0:10:18.726654
125	tensor([7], dtype=torch.int32)	8	0.198	0	0:05:27.067262
126	tensor([9], dtype=torch.int32)	6	0.0347	0	0:08:33.815424
127	tensor([5], dtype=torch.int32)	5	0.0794	1	0:12:34.231270
128	tensor([4], dtype=torch.int32)	7	0.482	0	0:09:22.657737
129	tensor([2], dtype=torch.int32)	2	0.616	1	0:04:12.902966
130	tensor([3], dtype=torch.int32)	3	0.00924	1	0:04:04.472679
131	tensor([4], dtype=torch.int32)	4	0.181	1	0:08:09.949475
132	tensor([8], dtype=torch.int32)	8	0.616	1	0:04:17.933285
133	tensor([6], dtype=torch.int32)	6	0.616	1	0:09:22.570662
134	tensor([4], dtype=torch.int32)	4	0.255	1	0:07:37.872602
135	tensor([4], dtype=torch.int32)	4	0.219	1	0:13:18.336246
136	tensor([8], dtype=torch.int32)	8	0.616	1	0:05:55.279839
137	tensor([2], dtype=torch.int32)	2	0.616	1	0:03:17.202206
138	tensor([8], dtype=torch.int32)	8	0.616	1	0:03:34.952261
139	tensor([7], dtype=torch.int32)	7	0.589	1	0:05:36.032685
140	tensor([9], dtype=torch.int32)	4	0.00483	0	0:04:51.254899
141	tensor([4], dtype=torch.int32)	4	0.616	1	0:07:07.173563
142	tensor([7], dtype=torch.int32)	7	0.616	1	0:06:01.141392
143	tensor([3], dtype=torch.int32)	3	0.616	1	0:03:05.705119
144	tensor([6], dtype=torch.int32)	6	0.544	1	0:03:22.355729
145	tensor([3], dtype=torch.int32)	3	0.482	1	0:07:04.417228
146	tensor([5], dtype=torch.int32)	5	0.616	1	0:05:48.338792
147	tensor([4], dtype=torch.int32)	6	0.234	0	0:09:14.689252
148	tensor([8], dtype=torch.int32)	8	0.616	1	0:05:21.721314
149	tensor([1], dtype=torch.int32)	1	0.616	1	0:03:53.970055
150	tensor([1], dtype=torch.int32)	8	0.616	0	0:06:35.571989
151	tensor([6], dtype=torch.int32)	6	0.366	1	0:12:01.117287
152	tensor([1], dtype=torch.int32)	1	0.616	1	0:16:00.113238
153	tensor([6], dtype=torch.int32)	6	0.616	1	0:03:12.620308
154	tensor([4], dtype=torch.int32)	3	0.495	0	0:02:43.706455
155	tensor([2], dtype=torch.int32)	5	0.138	0	0:02:43.658980
156	tensor([6], dtype=torch.int32)	6	0.616	1	0:02:42.095188
157	tensor([7], dtype=torch.int32)	7	0.616	1	0:02:42.191876
158	tensor([9], dtype=torch.int32)	7	0.616	0	0:02:41.982469
159	tensor([7], dtype=torch.int32)	7	0.169	1	0:02:41.965292
160	tensor([5], dtype=torch.int32)	3	0.616	0	0:02:42.037451
161	tensor([7], dtype=torch.int32)	7	0.616	1	0:02:42.069428
162	tensor([7], dtype=torch.int32)	7	0.616	1	0:02:42.039195
163	tensor([0], dtype=torch.int32)	0	0.516	1	0:02:42.253447
164	tensor([7], dtype=torch.int32)	7	0.616	1	0:02:42.379084
165	tensor([9], dtype=torch.int32)	9	0.616	1	0:02:42.245318
166	tensor([2], dtype=torch.int32)	2	0.616	1	0:02:42.277596
167	tensor([2], dtype=torch.int32)	2	0.589	1	0:02:42.538267
168	tensor([3], dtype=torch.int32)	3	0.217	1	0:02:42.776954
169	tensor([7], dtype=torch.int32)	7	0.616	1	0:02:42.825525
170	tensor([9], dtype=torch.int32)	2	0.401	0	0:02:42.124989
171	tensor([6], dtype=torch.int32)	6	0.616	1	0:02:42.118267
172	tensor([9], dtype=torch.int32)	9	0.213	1	0:02:42.437353
173	tensor([3], dtype=torch.int32)	4	0.253	0	0:02:42.266619
174	tensor([4], dtype=torch.int32)	4	0.616	1	0:02:42.290965
175	tensor([7], dtype=torch.int32)	7	0.616	1	0:02:42.340238
176	tensor([7], dtype=torch.int32)	7	0.616	1	0:02:42.165978
177	tensor([5], dtype=torch.int32)	5	0.616	1	0:02:43.785315
178	tensor([3], dtype=torch.int32)	3	0.616	1	0:02:50.096580
179	tensor([2], dtype=torch.int32)	2	0.616	1	0:02:50.242505
180	tensor([5], dtype=torch.int32)	1	0.00861	0	0:02:50.130355
181	tensor([4], dtype=torch.int32)	4	0.589	1	0:02:50.288467
182	tensor([9], dtype=torch.int32)	9	0.616	1	0:02:50.147952
183	tensor([9], dtype=torch.int32)	9	0.616	1	0:02:50.189096
184	tensor([8], dtype=torch.int32)	8	0.616	1	0:02:50.274897
185	tensor([5], dtype=torch.int32)	5	0.589	1	0:02:50.117098
186	tensor([1], dtype=torch.int32)	1	0.616	1	0:02:49.993697
187	tensor([5], dtype=torch.int32)	5	0.616	1	0:02:50.295073
188	tensor([8], dtype=torch.int32)	8	0.285	1	0:02:50.027491
189	tensor([0], dtype=torch.int32)	0	0.0156	1	0:02:50.032872
190	tensor([9], dtype=torch.int32)	4	0.319	0	0:02:49.986346
191	tensor([1], dtype=torch.int32)	1	0.616	1	0:02:49.900405
192	tensor([0], dtype=torch.int32)	0	0.616	1	0:02:49.738723
193	tensor([5], dtype=torch.int32)	5	0.166	1	0:02:49.755363
194	tensor([6], dtype=torch.int32)	6	0.616	1	0:02:50.447996
195	tensor([9], dtype=torch.int32)	7	0.589	0	0:02:49.747526
196	tensor([3], dtype=torch.int32)	6	0.128	0	0:02:49.781735
197	tensor([6], dtype=torch.int32)	6	0.616	1	0:02:49.664299
198	tensor([3], dtype=torch.int32)	3	0.571	1	0:02:49.694316
199	tensor([8], dtype=torch.int32)	8	0.616	1	0:02:49.888659
200	tensor([8], dtype=torch.int32)	8	0.616	1	0:02:49.534199
201	tensor([8], dtype=torch.int32)	8	0.616	1	0:02:49.687914
202	tensor([8], dtype=torch.int32)	8	0.616	1	0:02:49.579520
203	tensor([0], dtype=torch.int32)	0	0.616	1	0:02:49.604383
204	tensor([2], dtype=torch.int32)	2	0.445	1	0:02:49.718528
205	tensor([0], dtype=torch.int32)	0	0.616	1	0:02:49.732938
206	tensor([7], dtype=torch.int32)	7	0.616	1	0:02:49.639904
207	tensor([6], dtype=torch.int32)	6	0.445	1	0:02:49.595270
208	tensor([2], dtype=torch.int32)	-1	0.0	0	0:02:49.928489
209	tensor([3], dtype=torch.int32)	6	0.426	0	0:02:49.767944
210	tensor([2], dtype=torch.int32)	7	0.524	0	0:02:49.829452
211	tensor([5], dtype=torch.int32)	-1	0.0	0	0:02:49.606061
212	tensor([8], dtype=torch.int32)	8	0.616	1	0:02:49.466546
213	tensor([6], dtype=torch.int32)	6	0.16	1	0:02:49.739793
214	tensor([6], dtype=torch.int32)	7	0.165	0	0:02:49.481735
215	tensor([2], dtype=torch.int32)	2	0.0862	1	0:02:49.742098
216	tensor([7], dtype=torch.int32)	7	0.616	1	0:02:49.667147
217	tensor([9], dtype=torch.int32)	7	0.616	0	0:02:49.740072
218	tensor([1], dtype=torch.int32)	1	0.616	1	0:02:49.656409
219	tensor([9], dtype=torch.int32)	9	0.401	1	0:02:50.010199
220	tensor([6], dtype=torch.int32)	6	0.616	1	0:02:49.818105
221	tensor([0], dtype=torch.int32)	0	0.571	1	0:02:49.673402
222	tensor([8], dtype=torch.int32)	8	0.616	1	0:02:49.750766
223	tensor([0], dtype=torch.int32)	0	0.616	1	0:02:49.674251
224	tensor([9], dtype=torch.int32)	7	0.174	0	0:02:49.759353
225	tensor([4], dtype=torch.int32)	8	0.098	0	0:02:46.971350
226	tensor([5], dtype=torch.int32)	5	0.616	1	0:02:42.635543
227	tensor([8], dtype=torch.int32)	8	0.557	1	0:02:41.848805
228	tensor([8], dtype=torch.int32)	8	0.616	1	0:02:45.418811
229	tensor([9], dtype=torch.int32)	2	0.616	0	0:02:42.926049
230	tensor([4], dtype=torch.int32)	7	0.157	0	0:02:43.569637
231	tensor([1], dtype=torch.int32)	1	0.616	1	0:02:42.601921
232	tensor([7], dtype=torch.int32)	7	0.616	1	0:02:42.530595
233	tensor([5], dtype=torch.int32)	5	0.616	1	0:02:42.206370
234	tensor([0], dtype=torch.int32)	1	0.457	0	0:02:41.738951
235	tensor([4], dtype=torch.int32)	-1	0.0	0	0:02:42.030092
236	tensor([6], dtype=torch.int32)	6	0.375	1	0:02:42.048793
237	tensor([1], dtype=torch.int32)	1	0.616	1	0:02:42.999685
238	tensor([0], dtype=torch.int32)	0	0.616	1	0:02:41.203270
239	tensor([4], dtype=torch.int32)	4	0.467	1	0:02:41.099360
240	tensor([2], dtype=torch.int32)	3	0.102	0	0:02:41.411173
241	tensor([4], dtype=torch.int32)	4	0.154	1	0:02:41.288675
242	tensor([7], dtype=torch.int32)	7	0.407	1	0:02:41.568935
243	tensor([5], dtype=torch.int32)	5	0.328	1	0:02:41.367368
244	tensor([2], dtype=torch.int32)	2	0.616	1	0:02:41.557250
245	tensor([3], dtype=torch.int32)	-1	0.0	0	0:02:41.476156
246	tensor([7], dtype=torch.int32)	-1	0.0	0	0:02:41.640981
247	tensor([8], dtype=torch.int32)	8	0.261	1	0:02:41.422325
248	tensor([5], dtype=torch.int32)	5	0.616	1	0:02:41.553940
249	tensor([4], dtype=torch.int32)	8	0.441	0	0:02:41.466780
250	tensor([0], dtype=torch.int32)	0	0.488	1	0:02:41.397220
251	tensor([4], dtype=torch.int32)	4	0.445	1	0:02:41.328789
252	tensor([1], dtype=torch.int32)	1	0.616	1	0:02:41.549026
253	tensor([4], dtype=torch.int32)	6	0.362	0	0:02:41.595829
254	tensor([8], dtype=torch.int32)	6	0.111	0	0:02:41.558207
255	tensor([0], dtype=torch.int32)	0	0.308	1	0:02:41.689334
256	tensor([7], dtype=torch.int32)	7	0.616	1	0:02:41.529206
257	tensor([3], dtype=torch.int32)	3	0.177	1	0:02:41.498821
258	tensor([0], dtype=torch.int32)	0	0.616	1	0:02:41.488593
259	tensor([0], dtype=torch.int32)	4	0.348	0	0:02:41.667572
260	tensor([0], dtype=torch.int32)	0	0.616	1	0:02:41.431378
261	tensor([4], dtype=torch.int32)	4	0.0143	1	0:02:41.516321
262	tensor([0], dtype=torch.int32)	6	0.0673	0	0:02:42.085230
263	tensor([6], dtype=torch.int32)	7	0.378	0	0:02:41.732166
264	tensor([7], dtype=torch.int32)	7	0.248	1	0:02:43.833093
265	tensor([5], dtype=torch.int32)	5	0.616	1	0:02:41.969742
266	tensor([9], dtype=torch.int32)	9	0.616	1	0:02:41.759181
267	tensor([6], dtype=torch.int32)	6	0.616	1	0:02:41.380484
268	tensor([9], dtype=torch.int32)	-1	0.0	0	0:02:41.551436
269	tensor([2], dtype=torch.int32)	2	0.616	1	0:02:41.568399
270	tensor([1], dtype=torch.int32)	1	0.616	1	0:02:41.479051
271	tensor([8], dtype=torch.int32)	8	0.616	1	0:02:41.824388
272	tensor([8], dtype=torch.int32)	-1	0.0	0	0:02:41.683236
273	tensor([3], dtype=torch.int32)	7	0.144	0	0:02:43.767607
274	tensor([7], dtype=torch.int32)	7	0.616	1	0:02:43.562614
275	tensor([6], dtype=torch.int32)	6	0.616	1	0:02:43.695492
276	tensor([5], dtype=torch.int32)	-1	0.0	0	0:02:43.753470
277	tensor([6], dtype=torch.int32)	6	0.616	1	0:02:44.093689
278	tensor([3], dtype=torch.int32)	3	0.072	1	0:02:43.970502
279	tensor([8], dtype=torch.int32)	8	0.516	1	0:02:44.008652
280	tensor([1], dtype=torch.int32)	1	0.616	1	0:02:43.905180
281	tensor([3], dtype=torch.int32)	4	0.192	0	0:02:44.070564
282	tensor([0], dtype=torch.int32)	0	0.616	1	0:02:43.796453
283	tensor([9], dtype=torch.int32)	9	0.616	1	0:02:43.887078
284	tensor([3], dtype=torch.int32)	4	0.616	0	0:02:44.080227
285	tensor([0], dtype=torch.int32)	2	0.401	0	0:02:44.020905
286	tensor([4], dtype=torch.int32)	-1	0.0	0	0:02:41.763091
287	tensor([4], dtype=torch.int32)	4	0.616	1	0:02:33.261827
288	tensor([1], dtype=torch.int32)	1	0.616	1	0:02:33.311636
289	tensor([0], dtype=torch.int32)	0	0.616	1	0:02:33.349403
290	tensor([5], dtype=torch.int32)	5	0.616	1	0:02:33.462580
291	tensor([9], dtype=torch.int32)	7	0.0327	0	0:02:33.218896
292	tensor([7], dtype=torch.int32)	7	0.616	1	0:02:33.282248
293	tensor([5], dtype=torch.int32)	5	0.362	1	0:02:33.875986
294	tensor([3], dtype=torch.int32)	6	0.393	0	0:02:33.919067
295	tensor([2], dtype=torch.int32)	2	0.616	1	0:02:33.883372
296	tensor([1], dtype=torch.int32)	1	0.571	1	0:02:34.118700
297	tensor([4], dtype=torch.int32)	4	0.0528	1	0:02:33.954247
298	tensor([1], dtype=torch.int32)	1	0.616	1	0:02:34.216549
299	tensor([2], dtype=torch.int32)	2	0.616	1	0:02:34.107733
300	tensor([4], dtype=torch.int32)	4	0.616	1	0:02:34.984832
301	tensor([6], dtype=torch.int32)	6	0.616	1	0:02:37.684256
302	tensor([7], dtype=torch.int32)	-1	0.0	0	0:02:37.754531
303	tensor([3], dtype=torch.int32)	3	0.616	1	0:02:38.007735
304	tensor([3], dtype=torch.int32)	3	0.223	1	0:02:37.903525
305	tensor([7], dtype=torch.int32)	7	0.616	1	0:02:37.860422
306	tensor([5], dtype=torch.int32)	5	0.524	1	0:02:37.790798
307	tensor([8], dtype=torch.int32)	8	0.616	1	0:02:37.964772
308	tensor([5], dtype=torch.int32)	5	0.326	1	0:02:37.917433
309	tensor([2], dtype=torch.int32)	2	0.616	1	0:02:37.962807
310	tensor([0], dtype=torch.int32)	0	0.616	1	0:02:37.650457
311	tensor([7], dtype=torch.int32)	7	0.262	1	0:02:37.887937
312	tensor([3], dtype=torch.int32)	3	0.0508	1	0:02:37.840316
313	tensor([4], dtype=torch.int32)	4	0.279	1	0:02:37.710752
314	tensor([4], dtype=torch.int32)	4	0.122	1	0:02:37.291685
315	tensor([8], dtype=torch.int32)	8	0.616	1	0:02:37.532186
316	tensor([6], dtype=torch.int32)	6	0.616	1	0:02:37.527646
317	tensor([4], dtype=torch.int32)	3	0.299	0	0:02:37.285982
318	tensor([3], dtype=torch.int32)	-1	0.0	0	0:02:37.016618
319	tensor([7], dtype=torch.int32)	7	0.616	1	0:02:35.927981
320	tensor([6], dtype=torch.int32)	6	0.616	1	0:02:35.901996
321	tensor([8], dtype=torch.int32)	8	0.616	1	0:02:35.916180
322	tensor([6], dtype=torch.int32)	6	0.616	1	0:02:36.043967
323	tensor([4], dtype=torch.int32)	4	0.098	1	0:02:36.614240
324	tensor([3], dtype=torch.int32)	2	0.398	0	0:02:36.127997
325	tensor([5], dtype=torch.int32)	5	0.616	1	0:02:35.781545
326	tensor([2], dtype=torch.int32)	2	0.616	1	0:02:37.861245
327	tensor([2], dtype=torch.int32)	2	0.616	1	0:02:37.478780
328	tensor([3], dtype=torch.int32)	3	0.119	1	0:02:09.330953
329	tensor([5], dtype=torch.int32)	5	0.616	1	0:02:10.708512
330	tensor([9], dtype=torch.int32)	9	0.388	1	0:02:20.525311
331	tensor([2], dtype=torch.int32)	2	0.557	1	0:02:20.505168
332	tensor([7], dtype=torch.int32)	7	0.616	1	0:02:20.366193
333	tensor([4], dtype=torch.int32)	4	0.276	1	0:02:24.549449
334	tensor([3], dtype=torch.int32)	6	0.24	0	0:02:27.406931
335	tensor([1], dtype=torch.int32)	-1	0.0	0	0:02:27.559793
336	tensor([8], dtype=torch.int32)	6	0.0613	0	0:02:27.275028
337	tensor([2], dtype=torch.int32)	-1	0.0	0	0:02:27.363141
338	tensor([0], dtype=torch.int32)	0	0.616	1	0:02:27.473312
339	tensor([2], dtype=torch.int32)	2	0.616	1	0:02:27.611908
340	tensor([8], dtype=torch.int32)	8	0.221	1	0:02:27.303399
341	tensor([2], dtype=torch.int32)	2	0.616	1	0:02:26.960850
342	tensor([9], dtype=torch.int32)	9	0.0653	1	0:02:26.890441
343	tensor([5], dtype=torch.int32)	5	0.616	1	0:02:27.018465
344	tensor([7], dtype=torch.int32)	7	0.616	1	0:02:26.808769
345	tensor([0], dtype=torch.int32)	0	0.616	1	0:02:26.898309
346	tensor([8], dtype=torch.int32)	8	0.616	1	0:02:26.751431
347	tensor([1], dtype=torch.int32)	6	0.419	0	0:02:26.785899
348	tensor([1], dtype=torch.int32)	1	0.616	1	0:02:26.714138
349	tensor([8], dtype=torch.int32)	8	0.616	1	0:02:26.767899
350	tensor([1], dtype=torch.int32)	1	0.616	1	0:02:26.914024
351	tensor([3], dtype=torch.int32)	3	0.616	1	0:02:26.710400
352	tensor([5], dtype=torch.int32)	5	0.616	1	0:02:26.764215
353	tensor([7], dtype=torch.int32)	7	0.616	1	0:02:26.760536
354	tensor([6], dtype=torch.int32)	6	0.589	1	0:02:26.806329
355	tensor([4], dtype=torch.int32)	4	0.13	1	0:02:26.803904
356	tensor([9], dtype=torch.int32)	-1	0.0	0	0:02:26.736820
357	tensor([1], dtype=torch.int32)	1	0.616	1	0:02:26.827699
358	tensor([8], dtype=torch.int32)	8	0.616	1	0:02:26.947216
359	tensor([7], dtype=torch.int32)	7	0.616	1	0:02:26.908989
360	tensor([6], dtype=torch.int32)	6	0.488	1	0:02:26.781718
361	tensor([4], dtype=torch.int32)	4	0.117	1	0:02:26.889761
362	tensor([9], dtype=torch.int32)	8	0.164	0	0:02:26.669508
363	tensor([7], dtype=torch.int32)	6	0.31	0	0:02:27.004162
364	tensor([0], dtype=torch.int32)	0	0.616	1	0:02:26.801026
365	tensor([4], dtype=torch.int32)	4	0.00735	1	0:02:27.335498
366	tensor([7], dtype=torch.int32)	-1	0.0	0	0:02:26.950545
367	tensor([5], dtype=torch.int32)	5	0.318	1	0:02:26.708595
368	tensor([0], dtype=torch.int32)	0	0.616	1	0:02:26.733100
369	tensor([8], dtype=torch.int32)	8	0.589	1	0:02:26.822922
370	tensor([5], dtype=torch.int32)	5	0.616	1	0:02:26.759315
371	tensor([1], dtype=torch.int32)	1	0.616	1	0:02:26.811678
372	tensor([2], dtype=torch.int32)	2	0.616	1	0:02:54.495939
373	tensor([5], dtype=torch.int32)	5	0.616	1	0:05:06.258325
374	tensor([4], dtype=torch.int32)	4	0.346	1	0:05:02.771838
375	tensor([8], dtype=torch.int32)	8	0.616	1	0:04:56.958971
376	tensor([7], dtype=torch.int32)	7	0.616	1	0:04:57.086744
377	tensor([2], dtype=torch.int32)	2	0.616	1	0:04:57.158328
378	tensor([1], dtype=torch.int32)	1	0.589	1	0:04:57.431592
379	tensor([5], dtype=torch.int32)	5	0.616	1	0:04:56.913020
380	tensor([9], dtype=torch.int32)	9	0.589	1	0:04:57.240275
381	tensor([3], dtype=torch.int32)	3	0.331	1	0:04:57.201644
382	tensor([7], dtype=torch.int32)	7	0.616	1	0:04:57.391884
383	tensor([9], dtype=torch.int32)	9	0.616	1	0:04:57.170887
384	tensor([9], dtype=torch.int32)	9	0.335	1	0:04:56.618520
385	tensor([6], dtype=torch.int32)	6	0.616	1	0:04:57.329499
