idx	label	predict	radius	correct	time
52	tensor([5], dtype=torch.int32)	5	0.764	1	0:00:58.329000
53	tensor([2], dtype=torch.int32)	2	0.437	1	0:00:58.337389
54	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.283487
55	tensor([7], dtype=torch.int32)	7	0.286	1	0:00:58.283824
56	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:58.364954
57	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:58.206029
58	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.330811
59	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:58.276282
60	tensor([9], dtype=torch.int32)	0	0.0181	0	0:00:58.136419
61	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.170461
62	tensor([9], dtype=torch.int32)	9	0.651	1	0:00:58.151607
63	tensor([2], dtype=torch.int32)	2	0.778	1	0:00:58.062891
64	tensor([5], dtype=torch.int32)	5	0.225	1	0:00:58.107919
65	tensor([2], dtype=torch.int32)	-1	0.0	0	0:00:58.079528
66	tensor([1], dtype=torch.int32)	1	0.728	1	0:00:58.090194
67	tensor([9], dtype=torch.int32)	6	0.0491	0	0:00:58.104414
68	tensor([4], dtype=torch.int32)	4	0.302	1	0:00:58.106551
69	tensor([0], dtype=torch.int32)	0	0.25	1	0:00:58.176747
70	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.253681
71	tensor([2], dtype=torch.int32)	2	0.368	1	0:00:58.116684
72	tensor([0], dtype=torch.int32)	7	0.00069	0	0:00:58.099672
73	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.228998
74	tensor([9], dtype=torch.int32)	8	0.667	0	0:00:58.182577
75	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:58.300786
76	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.133801
77	tensor([4], dtype=torch.int32)	4	0.346	1	0:00:58.050683
78	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.033795
79	tensor([8], dtype=torch.int32)	2	0.173	0	0:00:58.032933
80	tensor([4], dtype=torch.int32)	8	0.0913	0	0:00:58.075095
81	tensor([5], dtype=torch.int32)	5	0.728	1	0:00:58.008999
82	tensor([3], dtype=torch.int32)	3	0.778	1	0:00:57.999556
83	tensor([4], dtype=torch.int32)	7	0.195	0	0:00:58.050850
84	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.116410
85	tensor([2], dtype=torch.int32)	-1	0.0	0	0:00:58.104315
86	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.012273
87	tensor([8], dtype=torch.int32)	8	0.778	1	0:00:58.208933
88	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.342087
89	tensor([3], dtype=torch.int32)	4	0.419	0	0:00:58.225892
90	tensor([3], dtype=torch.int32)	3	0.0943	1	0:00:58.358629
91	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:58.282853
92	tensor([7], dtype=torch.int32)	7	0.58	1	0:00:58.159832
93	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.291192
94	tensor([5], dtype=torch.int32)	5	0.0124	1	0:00:58.239566
95	tensor([6], dtype=torch.int32)	6	0.764	1	0:00:58.115350
96	tensor([4], dtype=torch.int32)	4	0.087	1	0:00:58.148553
97	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.245282
98	tensor([3], dtype=torch.int32)	3	0.778	1	0:00:58.228768
99	tensor([7], dtype=torch.int32)	7	0.586	1	0:00:58.118274
100	tensor([7], dtype=torch.int32)	6	0.0032	0	0:00:58.160569
101	tensor([6], dtype=torch.int32)	8	0.145	0	0:00:58.183504
102	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:58.083941
103	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.052431
104	tensor([0], dtype=torch.int32)	0	0.764	1	0:00:58.127661
105	tensor([9], dtype=torch.int32)	7	0.228	0	0:00:58.083859
106	tensor([9], dtype=torch.int32)	8	0.181	0	0:00:58.099921
107	tensor([4], dtype=torch.int32)	4	0.16	1	0:00:58.120685
108	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:58.046699
109	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.067623
110	tensor([3], dtype=torch.int32)	6	0.329	0	0:00:58.263065
111	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.121002
112	tensor([9], dtype=torch.int32)	9	0.8	1	0:00:58.383455
113	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.250481
114	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:58.117476
115	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:58.271791
116	tensor([4], dtype=torch.int32)	4	0.411	1	0:00:58.378014
117	tensor([0], dtype=torch.int32)	0	0.543	1	0:00:58.317002
118	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:57.371375
119	tensor([1], dtype=torch.int32)	1	0.287	1	0:00:57.211070
120	tensor([9], dtype=torch.int32)	9	0.8	1	0:00:57.245499
121	tensor([0], dtype=torch.int32)	0	0.465	1	0:00:57.289113
122	tensor([3], dtype=torch.int32)	3	0.417	1	0:00:57.122274
123	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:57.085158
124	tensor([9], dtype=torch.int32)	9	0.409	1	0:00:57.060202
125	tensor([2], dtype=torch.int32)	3	0.132	0	0:00:57.117694
126	tensor([0], dtype=torch.int32)	0	0.596	1	0:00:57.118002
127	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:57.083372
128	tensor([4], dtype=torch.int32)	7	0.509	0	0:00:57.126866
129	tensor([9], dtype=torch.int32)	3	0.372	0	0:00:57.115253
130	tensor([7], dtype=torch.int32)	7	0.721	1	0:00:57.102602
131	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:57.132963
132	tensor([6], dtype=torch.int32)	6	0.00564	1	0:00:57.087038
133	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:57.095245
134	tensor([7], dtype=torch.int32)	7	0.281	1	0:00:57.038862
135	tensor([6], dtype=torch.int32)	6	0.764	1	0:00:57.147089
136	tensor([4], dtype=torch.int32)	4	0.00577	1	0:00:57.080158
137	tensor([0], dtype=torch.int32)	0	0.0496	1	0:00:57.031974
138	tensor([8], dtype=torch.int32)	8	0.753	1	0:00:57.152396
139	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:57.041555
140	tensor([6], dtype=torch.int32)	6	0.54	1	0:00:57.165571
141	tensor([5], dtype=torch.int32)	5	0.469	1	0:00:57.157881
142	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:57.107873
143	tensor([9], dtype=torch.int32)	9	0.644	1	0:00:57.108442
144	tensor([8], dtype=torch.int32)	6	0.064	0	0:00:57.077582
145	tensor([9], dtype=torch.int32)	7	0.225	0	0:00:57.101020
146	tensor([0], dtype=torch.int32)	2	0.307	0	0:00:57.791146
147	tensor([5], dtype=torch.int32)	7	0.8	0	0:00:57.984662
148	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.149264
149	tensor([2], dtype=torch.int32)	2	0.503	1	0:00:58.075034
150	tensor([5], dtype=torch.int32)	5	0.362	1	0:00:58.208767
151	tensor([4], dtype=torch.int32)	4	0.317	1	0:00:58.090023
152	tensor([3], dtype=torch.int32)	7	0.189	0	0:00:57.915277
153	tensor([4], dtype=torch.int32)	4	0.346	1	0:00:58.079099
154	tensor([5], dtype=torch.int32)	-1	0.0	0	0:00:58.266204
155	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.140271
156	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:58.143138
157	tensor([3], dtype=torch.int32)	3	0.778	1	0:00:58.157078
158	tensor([9], dtype=torch.int32)	9	0.122	1	0:00:58.001067
159	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.015375
160	tensor([3], dtype=torch.int32)	3	0.364	1	0:00:58.229624
161	tensor([9], dtype=torch.int32)	7	0.638	0	0:00:58.079062
162	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.016645
163	tensor([1], dtype=torch.int32)	5	0.058	0	0:00:57.935287
164	tensor([0], dtype=torch.int32)	6	0.0909	0	0:00:58.016844
165	tensor([4], dtype=torch.int32)	4	0.577	1	0:00:58.017004
166	tensor([6], dtype=torch.int32)	6	0.595	1	0:00:57.983538
167	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.016872
168	tensor([5], dtype=torch.int32)	5	0.577	1	0:00:58.004406
169	tensor([5], dtype=torch.int32)	9	0.503	0	0:00:57.978316
170	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.150389
171	tensor([9], dtype=torch.int32)	9	0.249	1	0:00:58.000462
172	tensor([4], dtype=torch.int32)	4	0.107	1	0:00:57.983232
173	tensor([3], dtype=torch.int32)	3	0.8	1	0:00:57.966826
174	tensor([4], dtype=torch.int32)	4	0.8	1	0:00:58.033146
175	tensor([8], dtype=torch.int32)	8	0.42	1	0:00:58.017512
176	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:58.024806
177	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.025284
178	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.133888
179	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.183361
180	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:58.300210
181	tensor([4], dtype=torch.int32)	4	0.193	1	0:00:58.188926
182	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.218591
183	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:58.143173
184	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.185368
185	tensor([3], dtype=torch.int32)	3	0.555	1	0:00:58.183461
186	tensor([3], dtype=torch.int32)	4	0.153	0	0:00:58.216562
187	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.284231
188	tensor([8], dtype=torch.int32)	8	0.764	1	0:00:58.136010
189	tensor([4], dtype=torch.int32)	4	0.7	1	0:00:58.153645
190	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.200733
191	tensor([4], dtype=torch.int32)	4	0.52	1	0:00:58.167813
192	tensor([9], dtype=torch.int32)	7	0.24	0	0:00:58.215539
193	tensor([9], dtype=torch.int32)	4	0.0201	0	0:00:58.096236
194	tensor([2], dtype=torch.int32)	2	0.7	1	0:00:58.164068
195	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.165939
196	tensor([9], dtype=torch.int32)	8	0.244	0	0:00:58.249822
197	tensor([6], dtype=torch.int32)	6	0.728	1	0:00:58.216183
198	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.101502
199	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.133832
200	tensor([8], dtype=torch.int32)	7	0.8	0	0:00:57.999537
201	tensor([3], dtype=torch.int32)	3	0.8	1	0:00:58.032506
202	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.126339
203	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:58.093424
204	tensor([9], dtype=torch.int32)	-1	0.0	0	0:00:57.989471
205	tensor([4], dtype=torch.int32)	4	0.8	1	0:00:58.080148
206	tensor([7], dtype=torch.int32)	6	0.735	0	0:00:57.985872
207	tensor([9], dtype=torch.int32)	9	0.483	1	0:00:58.027863
208	tensor([2], dtype=torch.int32)	-1	0.0	0	0:00:58.017400
209	tensor([2], dtype=torch.int32)	2	0.677	1	0:00:57.987827
210	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.028165
211	tensor([1], dtype=torch.int32)	1	0.603	1	0:00:58.000027
212	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:57.985187
213	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:57.999864
214	tensor([5], dtype=torch.int32)	-1	0.0	0	0:00:58.015894
215	tensor([4], dtype=torch.int32)	4	0.255	1	0:00:58.057774
216	tensor([5], dtype=torch.int32)	5	0.778	1	0:00:58.039882
217	tensor([6], dtype=torch.int32)	8	0.0189	0	0:00:58.083895
218	tensor([6], dtype=torch.int32)	6	0.167	1	0:00:58.001229
219	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:58.436736
220	tensor([9], dtype=torch.int32)	9	0.764	1	0:00:58.047578
221	tensor([2], dtype=torch.int32)	6	0.093	0	0:00:57.958128
222	tensor([6], dtype=torch.int32)	7	0.187	0	0:00:58.008753
223	tensor([3], dtype=torch.int32)	-1	0.0	0	0:00:58.200034
224	tensor([4], dtype=torch.int32)	4	0.778	1	0:00:58.049925
225	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.205149
226	tensor([1], dtype=torch.int32)	7	0.8	0	0:00:58.127465
227	tensor([9], dtype=torch.int32)	9	0.8	1	0:00:58.056999
228	tensor([9], dtype=torch.int32)	9	0.8	1	0:00:57.972805
229	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:57.970504
230	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.166876
231	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.271086
232	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:57.948164
233	tensor([9], dtype=torch.int32)	6	0.489	0	0:00:57.979211
234	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.051017
235	tensor([5], dtype=torch.int32)	8	0.8	0	0:00:58.172951
236	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.094853
237	tensor([4], dtype=torch.int32)	4	0.512	1	0:00:58.004404
238	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.155678
239	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.173738
240	tensor([9], dtype=torch.int32)	-1	0.0	0	0:00:58.062564
241	tensor([2], dtype=torch.int32)	2	0.778	1	0:00:58.168052
242	tensor([7], dtype=torch.int32)	7	0.503	1	0:00:58.084606
243	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.035282
244	tensor([9], dtype=torch.int32)	9	0.684	1	0:00:58.050120
245	tensor([7], dtype=torch.int32)	4	0.0151	0	0:00:57.999716
246	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.099341
247	tensor([7], dtype=torch.int32)	7	0.565	1	0:00:58.037788
248	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.098796
249	tensor([3], dtype=torch.int32)	4	0.303	0	0:00:57.989593
250	tensor([3], dtype=torch.int32)	4	0.38	0	0:00:57.972528
251	tensor([7], dtype=torch.int32)	7	0.743	1	0:00:58.034893
252	tensor([9], dtype=torch.int32)	9	0.463	1	0:00:58.045489
253	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.098378
254	tensor([5], dtype=torch.int32)	8	0.8	0	0:00:58.084438
255	tensor([6], dtype=torch.int32)	6	0.538	1	0:00:57.932963
256	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.001004
257	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:57.949240
258	tensor([3], dtype=torch.int32)	8	0.415	0	0:00:57.932606
259	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:58.016772
260	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:57.899295
261	tensor([0], dtype=torch.int32)	0	0.596	1	0:00:57.957546
262	tensor([5], dtype=torch.int32)	4	0.623	0	0:00:57.992255
263	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:57.949072
264	tensor([0], dtype=torch.int32)	6	0.261	0	0:00:58.041240
265	tensor([7], dtype=torch.int32)	6	0.488	0	0:00:57.929648
266	tensor([2], dtype=torch.int32)	2	0.62	1	0:00:57.944973
267	tensor([3], dtype=torch.int32)	4	0.282	0	0:00:58.014941
268	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.050968
269	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:58.232447
270	tensor([5], dtype=torch.int32)	5	0.341	1	0:00:58.249983
271	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.032617
272	tensor([9], dtype=torch.int32)	9	0.8	1	0:00:58.110227
273	tensor([7], dtype=torch.int32)	7	0.649	1	0:00:57.958635
274	tensor([8], dtype=torch.int32)	8	0.642	1	0:00:57.963784
275	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:57.921860
276	tensor([0], dtype=torch.int32)	0	0.659	1	0:00:57.978034
277	tensor([3], dtype=torch.int32)	-1	0.0	0	0:00:58.216505
278	tensor([5], dtype=torch.int32)	5	0.662	1	0:00:58.201664
279	tensor([9], dtype=torch.int32)	0	0.188	0	0:00:58.166842
280	tensor([3], dtype=torch.int32)	2	0.418	0	0:00:58.107651
281	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:58.025752
282	tensor([0], dtype=torch.int32)	0	0.402	1	0:00:58.182908
283	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.200532
284	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.315485
285	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:58.232945
286	tensor([9], dtype=torch.int32)	9	0.107	1	0:00:58.270222
287	tensor([5], dtype=torch.int32)	8	0.0695	0	0:00:58.314342
288	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:58.432105
289	tensor([3], dtype=torch.int32)	3	0.275	1	0:00:58.350852
290	tensor([9], dtype=torch.int32)	9	0.8	1	0:00:58.349808
291	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.199945
292	tensor([9], dtype=torch.int32)	9	0.434	1	0:00:58.122391
293	tensor([2], dtype=torch.int32)	2	0.493	1	0:00:58.166269
294	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.068307
295	tensor([4], dtype=torch.int32)	4	0.305	1	0:00:58.059863
296	tensor([3], dtype=torch.int32)	6	0.00715	0	0:00:58.299913
297	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.170123
298	tensor([0], dtype=torch.int32)	-1	0.0	0	0:00:58.313125
299	tensor([8], dtype=torch.int32)	8	0.778	1	0:00:58.103436
300	tensor([4], dtype=torch.int32)	6	0.376	0	0:00:57.984080
301	tensor([9], dtype=torch.int32)	9	0.778	1	0:00:58.018845
302	tensor([5], dtype=torch.int32)	5	0.18	1	0:00:57.996757
303	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:57.981778
304	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:57.938641
305	tensor([3], dtype=torch.int32)	7	0.191	0	0:00:57.979426
306	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.047212
307	tensor([4], dtype=torch.int32)	4	0.346	1	0:00:58.149975
308	tensor([3], dtype=torch.int32)	6	0.0411	0	0:00:58.233265
309	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.182278
310	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.170464
311	tensor([9], dtype=torch.int32)	9	0.522	1	0:00:58.196460
312	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:57.932299
313	tensor([3], dtype=torch.int32)	3	0.8	1	0:00:57.906268
314	tensor([0], dtype=torch.int32)	4	0.403	0	0:00:57.949189
315	tensor([3], dtype=torch.int32)	3	0.8	1	0:00:58.132715
316	tensor([0], dtype=torch.int32)	0	0.778	1	0:00:58.134150
317	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:58.044567
318	tensor([3], dtype=torch.int32)	6	0.423	0	0:00:57.983856
319	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.038409
320	tensor([3], dtype=torch.int32)	3	0.361	1	0:00:58.171428
321	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:58.091981
322	tensor([9], dtype=torch.int32)	5	0.211	0	0:00:57.990080
323	tensor([9], dtype=torch.int32)	9	0.8	1	0:00:58.080796
324	tensor([1], dtype=torch.int32)	1	0.778	1	0:00:58.068514
325	tensor([4], dtype=torch.int32)	-1	0.0	0	0:00:57.997747
326	tensor([2], dtype=torch.int32)	4	0.28	0	0:00:58.102550
327	tensor([1], dtype=torch.int32)	4	0.137	0	0:00:58.016607
328	tensor([7], dtype=torch.int32)	7	0.583	1	0:00:58.025100
329	tensor([2], dtype=torch.int32)	2	0.591	1	0:00:58.176401
330	tensor([1], dtype=torch.int32)	1	0.487	1	0:00:57.998119
331	tensor([5], dtype=torch.int32)	5	0.412	1	0:00:57.986712
332	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:57.945825
333	tensor([3], dtype=torch.int32)	3	0.188	1	0:00:57.983136
334	tensor([4], dtype=torch.int32)	3	0.109	0	0:00:58.016815
335	tensor([2], dtype=torch.int32)	4	0.34	0	0:00:57.983102
336	tensor([7], dtype=torch.int32)	7	0.504	1	0:00:57.965997
337	tensor([6], dtype=torch.int32)	6	0.8	1	0:00:57.883881
338	tensor([3], dtype=torch.int32)	7	0.168	0	0:00:57.900061
339	tensor([9], dtype=torch.int32)	7	0.8	0	0:00:57.991941
340	tensor([7], dtype=torch.int32)	6	0.0396	0	0:00:57.973803
341	tensor([2], dtype=torch.int32)	2	0.314	1	0:00:58.002955
342	tensor([0], dtype=torch.int32)	8	0.0498	0	0:00:57.966625
343	tensor([9], dtype=torch.int32)	9	0.8	1	0:00:58.088175
344	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.054581
345	tensor([2], dtype=torch.int32)	4	0.026	0	0:00:58.155280
346	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:58.165243
347	tensor([3], dtype=torch.int32)	8	0.0401	0	0:00:58.101289
348	tensor([6], dtype=torch.int32)	6	0.503	1	0:00:57.997624
349	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.117797
350	tensor([0], dtype=torch.int32)	0	0.651	1	0:00:58.006731
351	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:57.992976
352	tensor([4], dtype=torch.int32)	4	0.0752	1	0:00:58.200093
353	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:57.968807
354	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:57.933661
355	tensor([3], dtype=torch.int32)	8	0.158	0	0:00:58.037766
356	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.212934
357	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:57.936580
358	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:57.994755
359	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.046397
360	tensor([3], dtype=torch.int32)	7	0.108	0	0:00:58.233386
361	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.189326
362	tensor([9], dtype=torch.int32)	2	0.0721	0	0:00:58.129367
363	tensor([9], dtype=torch.int32)	9	0.8	1	0:00:58.146617
364	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:58.332892
365	tensor([5], dtype=torch.int32)	5	0.8	1	0:00:58.266989
366	tensor([9], dtype=torch.int32)	-1	0.0	0	0:00:58.291298
367	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.298429
368	tensor([0], dtype=torch.int32)	0	0.15	1	0:00:58.093269
369	tensor([7], dtype=torch.int32)	7	0.8	1	0:00:58.102094
370	tensor([7], dtype=torch.int32)	-1	0.0	0	0:00:58.166902
371	tensor([3], dtype=torch.int32)	3	0.104	1	0:00:58.134572
372	tensor([2], dtype=torch.int32)	2	0.8	1	0:00:58.076072
373	tensor([1], dtype=torch.int32)	1	0.8	1	0:00:58.210104
374	tensor([1], dtype=torch.int32)	1	0.728	1	0:00:58.032430
375	tensor([2], dtype=torch.int32)	2	0.106	1	0:00:57.934219
376	tensor([0], dtype=torch.int32)	0	0.8	1	0:00:57.942475
377	tensor([4], dtype=torch.int32)	4	0.8	1	0:00:57.982277
378	tensor([2], dtype=torch.int32)	2	0.01	1	0:00:57.973205
379	tensor([9], dtype=torch.int32)	3	0.753	0	0:00:58.211896
380	tensor([2], dtype=torch.int32)	2	0.0516	1	0:00:58.156403
381	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.109072
382	tensor([3], dtype=torch.int32)	4	0.372	0	0:00:57.987299
383	tensor([3], dtype=torch.int32)	3	0.153	1	0:00:58.113684
384	tensor([8], dtype=torch.int32)	8	0.8	1	0:00:58.167318
385	tensor([5], dtype=torch.int32)	1	0.0324	0	0:00:58.088960
