idx	label	predict	radius	correct	time
30	tensor([19], dtype=torch.int32)	19	0.228	1	0:11:15.751419
31	tensor([15], dtype=torch.int32)	2	0.0835	0	0:13:17.663431
32	tensor([17], dtype=torch.int32)	17	0.265	1	0:04:37.731941
33	tensor([18], dtype=torch.int32)	-1	0.0	0	0:05:32.692752
34	tensor([13], dtype=torch.int32)	6	0.616	0	0:04:35.077695
35	tensor([14], dtype=torch.int32)	14	0.571	1	0:05:09.340998
36	tensor([11], dtype=torch.int32)	-1	0.0	0	0:04:17.340961
37	tensor([13], dtype=torch.int32)	13	0.616	1	0:04:37.381186
38	tensor([17], dtype=torch.int32)	17	0.557	1	0:03:20.099020
39	tensor([15], dtype=torch.int32)	-1	0.0	0	0:04:45.688191
40	tensor([17], dtype=torch.int32)	13	0.14	0	0:04:51.658179
41	tensor([15], dtype=torch.int32)	4	0.393	0	0:05:33.767357
42	tensor([13], dtype=torch.int32)	13	0.616	1	0:04:49.763664
43	tensor([15], dtype=torch.int32)	8	0.108	0	0:03:45.191992
44	tensor([12], dtype=torch.int32)	13	0.449	0	0:05:57.126808
45	tensor([14], dtype=torch.int32)	7	0.396	0	0:05:04.372480
46	tensor([16], dtype=torch.int32)	16	0.449	1	0:08:35.512063
47	tensor([11], dtype=torch.int32)	2	0.0787	0	0:16:18.501804
48	tensor([19], dtype=torch.int32)	7	0.445	0	0:11:16.838314
49	tensor([15], dtype=torch.int32)	6	0.557	0	0:04:33.194076
50	tensor([12], dtype=torch.int32)	13	0.305	0	0:13:02.779105
51	tensor([10], dtype=torch.int32)	16	0.437	0	0:05:02.439907
52	tensor([10], dtype=torch.int32)	10	0.616	1	0:08:40.311671
53	tensor([19], dtype=torch.int32)	6	0.0686	0	0:10:06.890796
54	tensor([14], dtype=torch.int32)	14	0.616	1	0:12:07.131536
55	tensor([14], dtype=torch.int32)	14	0.0554	1	0:04:43.399854
56	tensor([13], dtype=torch.int32)	13	0.398	1	0:06:59.520999
57	tensor([17], dtype=torch.int32)	17	0.589	1	0:04:48.000957
58	tensor([14], dtype=torch.int32)	14	0.616	1	0:08:24.399693
59	tensor([17], dtype=torch.int32)	17	0.616	1	0:09:15.446879
60	tensor([13], dtype=torch.int32)	13	0.616	1	0:04:40.573227
61	tensor([17], dtype=torch.int32)	17	0.616	1	0:06:25.950386
62	tensor([16], dtype=torch.int32)	10	0.291	0	0:11:26.140664
63	tensor([11], dtype=torch.int32)	11	0.616	1	0:09:19.151902
64	tensor([10], dtype=torch.int32)	5	0.616	0	0:03:09.948699
65	tensor([18], dtype=torch.int32)	18	0.589	1	0:02:39.377672
66	tensor([13], dtype=torch.int32)	13	0.534	1	0:02:39.413631
67	tensor([10], dtype=torch.int32)	1	0.589	0	0:02:39.580752
68	tensor([10], dtype=torch.int32)	18	0.616	0	0:02:39.456381
69	tensor([10], dtype=torch.int32)	1	0.616	0	0:02:39.519150
70	tensor([10], dtype=torch.int32)	7	0.544	0	0:02:39.349560
71	tensor([15], dtype=torch.int32)	15	0.501	1	0:02:39.409238
72	tensor([12], dtype=torch.int32)	17	0.0456	0	0:02:39.643129
73	tensor([19], dtype=torch.int32)	8	0.571	0	0:02:39.567214
74	tensor([15], dtype=torch.int32)	6	0.616	0	0:02:39.531766
75	tensor([18], dtype=torch.int32)	18	0.616	1	0:02:39.482768
76	tensor([17], dtype=torch.int32)	-1	0.0	0	0:02:39.598826
77	tensor([13], dtype=torch.int32)	13	0.616	1	0:02:42.383658
78	tensor([16], dtype=torch.int32)	5	0.161	0	0:02:42.709697
79	tensor([15], dtype=torch.int32)	15	0.616	1	0:02:42.833549
80	tensor([17], dtype=torch.int32)	-1	0.0	0	0:02:42.817498
81	tensor([19], dtype=torch.int32)	19	0.616	1	0:03:07.353231
82	tensor([19], dtype=torch.int32)	4	0.154	0	0:04:49.618288
83	tensor([10], dtype=torch.int32)	1	0.272	0	0:04:48.591565
84	tensor([11], dtype=torch.int32)	2	0.524	0	0:04:48.368187
85	tensor([15], dtype=torch.int32)	15	0.0767	1	0:04:48.255700
86	tensor([12], dtype=torch.int32)	8	0.616	0	0:04:48.508145
87	tensor([17], dtype=torch.int32)	17	0.366	1	0:50:50.436995
88	tensor([11], dtype=torch.int32)	4	0.0232	0	0:01:36.370092
89	tensor([18], dtype=torch.int32)	18	0.076	1	0:01:38.809021
90	tensor([19], dtype=torch.int32)	19	0.437	1	0:01:40.543773
91	tensor([18], dtype=torch.int32)	6	0.534	0	0:35:32.405725
92	tensor([12], dtype=torch.int32)	12	0.616	1	0:02:40.491855
93	tensor([16], dtype=torch.int32)	16	0.234	1	0:02:44.287767
94	tensor([18], dtype=torch.int32)	6	0.246	0	0:02:49.838968
95	tensor([18], dtype=torch.int32)	18	0.508	1	0:02:44.616476
96	tensor([14], dtype=torch.int32)	14	0.616	1	0:02:48.291374
97	tensor([19], dtype=torch.int32)	7	0.329	0	0:02:49.489304
98	tensor([15], dtype=torch.int32)	8	0.0773	0	0:02:46.205495
99	tensor([18], dtype=torch.int32)	18	0.616	1	0:02:45.051104
100	tensor([10], dtype=torch.int32)	10	0.104	1	0:02:49.907679
101	tensor([10], dtype=torch.int32)	13	0.148	0	0:02:55.941673
102	tensor([17], dtype=torch.int32)	17	0.393	1	0:02:56.856050
103	tensor([13], dtype=torch.int32)	13	0.616	1	0:02:50.655828
104	tensor([15], dtype=torch.int32)	8	0.38	0	0:03:13.348856
105	tensor([11], dtype=torch.int32)	11	0.616	1	0:05:03.474256
106	tensor([17], dtype=torch.int32)	17	0.616	1	0:05:03.275442
107	tensor([16], dtype=torch.int32)	7	0.616	0	1:47:37.802556
108	tensor([17], dtype=torch.int32)	17	0.616	1	0:02:38.503566
109	tensor([14], dtype=torch.int32)	14	0.616	1	0:02:35.223226
110	tensor([11], dtype=torch.int32)	11	0.589	1	0:02:32.493368
111	tensor([15], dtype=torch.int32)	6	0.194	0	0:02:32.397026
112	tensor([15], dtype=torch.int32)	6	0.319	0	0:02:35.347369
113	tensor([13], dtype=torch.int32)	13	0.616	1	0:02:35.817854
114	tensor([17], dtype=torch.int32)	8	0.616	0	0:02:59.230226
115	tensor([10], dtype=torch.int32)	10	0.616	1	0:03:03.381634
116	tensor([10], dtype=torch.int32)	10	0.616	1	0:03:07.629148
117	tensor([14], dtype=torch.int32)	2	0.184	0	0:05:28.825200
118	tensor([11], dtype=torch.int32)	9	0.213	0	0:07:29.566022
119	tensor([14], dtype=torch.int32)	14	0.616	1	0:12:42.760587
120	tensor([17], dtype=torch.int32)	4	0.0869	0	0:05:03.018743
121	tensor([16], dtype=torch.int32)	7	0.571	0	0:08:50.142884
122	tensor([19], dtype=torch.int32)	19	0.247	1	0:04:19.748819
123	tensor([16], dtype=torch.int32)	2	0.557	0	0:05:01.785624
124	tensor([16], dtype=torch.int32)	16	0.616	1	0:02:59.037086
125	tensor([17], dtype=torch.int32)	17	0.616	1	0:11:18.882287
126	tensor([18], dtype=torch.int32)	18	0.616	1	0:07:07.468820
127	tensor([16], dtype=torch.int32)	2	0.467	0	0:17:47.147528
128	tensor([17], dtype=torch.int32)	17	0.0767	1	0:05:14.984761
129	tensor([16], dtype=torch.int32)	16	0.616	1	0:04:53.513774
130	tensor([12], dtype=torch.int32)	12	0.183	1	0:09:33.571105
131	tensor([17], dtype=torch.int32)	-1	0.0	0	0:14:17.649080
132	tensor([19], dtype=torch.int32)	19	0.616	1	0:16:53.407746
133	tensor([10], dtype=torch.int32)	5	0.398	0	0:13:08.305488
134	tensor([19], dtype=torch.int32)	6	0.0841	0	0:05:32.209436
135	tensor([12], dtype=torch.int32)	12	0.616	1	0:17:41.709200
136	tensor([13], dtype=torch.int32)	13	0.616	1	0:07:32.638022
137	tensor([16], dtype=torch.int32)	10	0.154	0	0:05:11.739232
138	tensor([15], dtype=torch.int32)	6	0.0251	0	0:16:13.661484
139	tensor([17], dtype=torch.int32)	17	0.072	1	0:14:49.523973
140	tensor([15], dtype=torch.int32)	2	0.103	0	0:16:24.238873
141	tensor([15], dtype=torch.int32)	15	0.331	1	0:15:23.158231
142	tensor([12], dtype=torch.int32)	8	0.616	0	0:12:42.025918
143	tensor([14], dtype=torch.int32)	1	0.109	0	0:13:31.462933
144	tensor([17], dtype=torch.int32)	17	0.616	1	0:15:56.832684
145	tensor([16], dtype=torch.int32)	-1	0.0	0	0:19:44.898327
146	tensor([12], dtype=torch.int32)	10	0.0987	0	0:06:09.618603
147	tensor([14], dtype=torch.int32)	4	0.101	0	0:12:07.735293
148	tensor([11], dtype=torch.int32)	2	0.589	0	0:14:55.741834
149	tensor([17], dtype=torch.int32)	17	0.362	1	0:08:32.865381
150	tensor([17], dtype=torch.int32)	8	0.616	0	0:10:07.167266
151	tensor([10], dtype=torch.int32)	6	0.265	0	0:08:13.690004
152	tensor([11], dtype=torch.int32)	2	0.151	0	0:08:01.208698
153	tensor([18], dtype=torch.int32)	4	0.279	0	0:13:37.555906
154	tensor([15], dtype=torch.int32)	15	0.616	1	0:16:02.806998
