idx	label	predict	radius	correct	time
31	tensor([5], dtype=torch.int32)	5	0.589	1	0:01:07.428786
32	tensor([2], dtype=torch.int32)	-1	0.0	0	0:01:07.310429
33	tensor([1], dtype=torch.int32)	1	0.616	1	0:01:07.379782
34	tensor([6], dtype=torch.int32)	6	0.524	1	0:01:07.426522
35	tensor([2], dtype=torch.int32)	11	0.0424	0	0:01:07.489237
36	tensor([6], dtype=torch.int32)	6	0.262	1	0:01:07.262880
37	tensor([3], dtype=torch.int32)	4	0.0424	0	0:01:07.336399
38	tensor([1], dtype=torch.int32)	1	0.616	1	0:01:07.353685
39	tensor([7], dtype=torch.int32)	7	0.616	1	0:01:07.364836
40	tensor([5], dtype=torch.int32)	5	0.441	1	0:01:07.367043
41	tensor([7], dtype=torch.int32)	-1	0.0	0	0:01:07.235563
42	tensor([9], dtype=torch.int32)	-1	0.0	0	0:01:07.395348
43	tensor([5], dtype=torch.int32)	5	0.616	1	0:01:07.511409
44	tensor([7], dtype=torch.int32)	7	0.616	1	0:01:07.420245
45	tensor([8], dtype=torch.int32)	8	0.616	1	0:01:07.378777
46	tensor([5], dtype=torch.int32)	5	0.616	1	0:01:07.398973
47	tensor([8], dtype=torch.int32)	8	0.544	1	0:01:07.339617
48	tensor([5], dtype=torch.int32)	5	0.616	1	0:01:07.449574
49	tensor([0], dtype=torch.int32)	0	0.616	1	0:01:07.324463
50	tensor([1], dtype=torch.int32)	1	0.616	1	0:01:07.368007
51	tensor([4], dtype=torch.int32)	4	0.433	1	0:01:07.386457
52	tensor([0], dtype=torch.int32)	0	0.616	1	0:01:07.357188
53	tensor([0], dtype=torch.int32)	0	0.616	1	0:01:07.549031
54	tensor([4], dtype=torch.int32)	4	0.616	1	0:01:07.428712
55	tensor([2], dtype=torch.int32)	8	0.233	0	0:01:07.321916
56	tensor([9], dtype=torch.int32)	9	0.616	1	0:01:07.474023
57	tensor([8], dtype=torch.int32)	8	0.616	1	0:01:07.345371
58	tensor([6], dtype=torch.int32)	1	0.308	0	0:01:07.259737
59	tensor([4], dtype=torch.int32)	8	0.0773	0	0:01:07.316733
60	tensor([4], dtype=torch.int32)	4	0.0767	1	0:01:07.435148
61	tensor([4], dtype=torch.int32)	8	0.383	0	0:01:07.526324
62	tensor([9], dtype=torch.int32)	9	0.616	1	0:01:07.537470
63	tensor([7], dtype=torch.int32)	7	0.616	1	0:01:07.335367
64	tensor([2], dtype=torch.int32)	2	0.616	1	0:01:07.339801
65	tensor([2], dtype=torch.int32)	2	0.462	1	0:01:07.298988
66	tensor([0], dtype=torch.int32)	0	0.616	1	0:01:07.243453
67	tensor([1], dtype=torch.int32)	1	0.449	1	0:01:07.300989
68	tensor([2], dtype=torch.int32)	2	0.616	1	0:01:07.342551
69	tensor([2], dtype=torch.int32)	2	0.064	1	0:01:07.423249
70	tensor([3], dtype=torch.int32)	-1	0.0	0	0:01:07.448488
71	tensor([4], dtype=torch.int32)	7	0.275	0	0:01:07.378405
72	tensor([8], dtype=torch.int32)	8	0.516	1	0:01:07.295553
73	tensor([1], dtype=torch.int32)	1	0.616	1	0:01:07.453545
74	tensor([0], dtype=torch.int32)	0	0.419	1	0:01:07.497544
75	tensor([0], dtype=torch.int32)	0	0.616	1	0:01:07.416862
76	tensor([5], dtype=torch.int32)	4	0.571	0	0:01:07.291926
77	tensor([7], dtype=torch.int32)	14	0.19	0	0:01:07.581781
78	tensor([8], dtype=torch.int32)	8	0.616	1	0:01:07.599145
79	tensor([9], dtype=torch.int32)	3	0.0534	0	0:01:07.461447
80	tensor([9], dtype=torch.int32)	9	0.616	1	0:01:07.401605
81	tensor([0], dtype=torch.int32)	0	0.589	1	0:01:07.395370
82	tensor([8], dtype=torch.int32)	8	0.616	1	0:01:07.396178
83	tensor([1], dtype=torch.int32)	1	0.616	1	0:01:07.410386
84	tensor([2], dtype=torch.int32)	2	0.616	1	0:01:07.354286
85	tensor([7], dtype=torch.int32)	7	0.616	1	0:01:07.417171
86	tensor([8], dtype=torch.int32)	8	0.616	1	0:01:07.442523
87	tensor([9], dtype=torch.int32)	-1	0.0	0	0:01:07.511656
88	tensor([6], dtype=torch.int32)	18	0.221	0	0:01:07.352411
89	tensor([1], dtype=torch.int32)	1	0.616	1	0:01:07.420390
90	tensor([9], dtype=torch.int32)	11	0.472	0	0:01:07.306283
91	tensor([6], dtype=torch.int32)	14	0.064	0	0:01:07.256411
92	tensor([0], dtype=torch.int32)	-1	0.0	0	0:01:07.489684
93	tensor([1], dtype=torch.int32)	1	0.616	1	0:01:07.552656
94	tensor([0], dtype=torch.int32)	18	0.137	0	0:01:27.614869
95	tensor([4], dtype=torch.int32)	7	0.285	0	0:01:27.744742
96	tensor([6], dtype=torch.int32)	7	0.472	0	0:01:29.626647
97	tensor([5], dtype=torch.int32)	5	0.589	1	0:01:31.763033
98	tensor([0], dtype=torch.int32)	2	0.244	0	0:01:29.260237
99	tensor([3], dtype=torch.int32)	13	0.616	0	0:01:32.474479
100	tensor([1], dtype=torch.int32)	1	0.616	1	0:01:29.559826
101	tensor([4], dtype=torch.int32)	4	0.616	1	0:01:27.501511
102	tensor([1], dtype=torch.int32)	1	0.616	1	0:01:27.423486
103	tensor([1], dtype=torch.int32)	1	0.616	1	0:01:27.407293
104	tensor([5], dtype=torch.int32)	5	0.119	1	0:01:27.342133
105	tensor([4], dtype=torch.int32)	4	0.251	1	0:01:27.455330
106	tensor([3], dtype=torch.int32)	3	0.437	1	0:01:27.347547
107	tensor([0], dtype=torch.int32)	0	0.616	1	0:01:27.261415
108	tensor([2], dtype=torch.int32)	11	0.043	0	0:01:27.271615
109	tensor([1], dtype=torch.int32)	1	0.616	1	0:01:27.483917
110	tensor([6], dtype=torch.int32)	6	0.616	1	0:01:27.630088
111	tensor([1], dtype=torch.int32)	1	0.589	1	0:01:27.380828
112	tensor([3], dtype=torch.int32)	-1	0.0	0	0:01:27.413464
113	tensor([7], dtype=torch.int32)	7	0.445	1	0:01:27.454666
114	tensor([5], dtype=torch.int32)	5	0.616	1	0:01:27.357503
115	tensor([4], dtype=torch.int32)	4	0.616	1	0:01:27.289415
116	tensor([5], dtype=torch.int32)	6	0.0673	0	0:01:27.379985
117	tensor([4], dtype=torch.int32)	4	0.275	1	0:01:27.578870
118	tensor([1], dtype=torch.int32)	1	0.413	1	0:01:27.482801
119	tensor([9], dtype=torch.int32)	9	0.265	1	0:01:27.370074
120	tensor([9], dtype=torch.int32)	11	0.557	0	0:01:27.414982
121	tensor([1], dtype=torch.int32)	1	0.616	1	0:01:27.385275
122	tensor([8], dtype=torch.int32)	8	0.616	1	0:01:27.490963
123	tensor([3], dtype=torch.int32)	3	0.308	1	0:01:27.444927
124	tensor([9], dtype=torch.int32)	9	0.616	1	0:01:27.328017
125	tensor([9], dtype=torch.int32)	2	0.239	0	0:01:27.452600
126	tensor([7], dtype=torch.int32)	7	0.495	1	0:01:27.441243
127	tensor([0], dtype=torch.int32)	0	0.616	1	0:01:27.363797
128	tensor([7], dtype=torch.int32)	7	0.571	1	0:01:27.229518
129	tensor([3], dtype=torch.int32)	6	0.385	0	0:01:27.642526
130	tensor([0], dtype=torch.int32)	1	0.164	0	0:01:27.373249
131	tensor([9], dtype=torch.int32)	9	0.616	1	0:01:27.354321
132	tensor([0], dtype=torch.int32)	0	0.143	1	0:01:27.375541
133	tensor([8], dtype=torch.int32)	8	0.482	1	0:01:27.429082
134	tensor([3], dtype=torch.int32)	-1	0.0	0	0:01:27.489716
135	tensor([4], dtype=torch.int32)	4	0.268	1	0:01:27.498618
136	tensor([6], dtype=torch.int32)	6	0.589	1	0:01:27.424476
137	tensor([5], dtype=torch.int32)	-1	0.0	0	0:01:27.452001
138	tensor([2], dtype=torch.int32)	7	0.378	0	0:01:27.448827
139	tensor([4], dtype=torch.int32)	-1	0.0	0	0:01:27.490781
140	tensor([9], dtype=torch.int32)	9	0.589	1	0:01:27.271812
141	tensor([9], dtype=torch.int32)	9	0.467	1	0:01:27.413327
142	tensor([5], dtype=torch.int32)	5	0.0495	1	0:01:27.355380
143	tensor([6], dtype=torch.int32)	-1	0.0	0	0:01:27.520267
144	tensor([5], dtype=torch.int32)	5	0.472	1	0:01:27.325958
145	tensor([6], dtype=torch.int32)	6	0.398	1	0:01:27.355902
146	tensor([0], dtype=torch.int32)	0	0.589	1	0:01:27.402519
147	tensor([9], dtype=torch.int32)	4	0.477	0	0:01:27.407170
148	tensor([1], dtype=torch.int32)	1	0.616	1	0:01:27.400981
149	tensor([4], dtype=torch.int32)	4	0.495	1	0:01:27.435806
150	tensor([2], dtype=torch.int32)	2	0.589	1	0:01:27.294722
151	tensor([9], dtype=torch.int32)	6	0.36	0	0:01:27.605881
152	tensor([9], dtype=torch.int32)	7	0.137	0	0:01:27.329441
153	tensor([3], dtype=torch.int32)	3	0.091	1	0:01:27.411100
154	tensor([2], dtype=torch.int32)	2	0.477	1	0:01:27.371915
155	tensor([9], dtype=torch.int32)	9	0.0646	1	0:01:27.428028
156	tensor([1], dtype=torch.int32)	1	0.318	1	0:01:27.273529
157	tensor([3], dtype=torch.int32)	3	0.477	1	0:01:27.555620
158	tensor([7], dtype=torch.int32)	7	0.544	1	0:01:27.276961
159	tensor([1], dtype=torch.int32)	8	0.401	0	0:01:27.520942
160	tensor([3], dtype=torch.int32)	-1	0.0	0	0:01:27.474881
161	tensor([2], dtype=torch.int32)	2	0.616	1	0:01:27.571726
162	tensor([1], dtype=torch.int32)	6	0.0607	0	0:01:27.381755
163	tensor([6], dtype=torch.int32)	7	0.218	0	0:01:27.376260
164	tensor([3], dtype=torch.int32)	3	0.0883	1	0:01:27.434090
165	tensor([1], dtype=torch.int32)	1	0.616	1	0:01:27.321487
166	tensor([0], dtype=torch.int32)	0	0.321	1	0:01:27.241067
167	tensor([0], dtype=torch.int32)	0	0.616	1	0:01:27.351633
168	tensor([1], dtype=torch.int32)	1	0.616	1	0:01:27.471993
169	tensor([5], dtype=torch.int32)	14	0.0315	0	0:01:27.479507
170	tensor([6], dtype=torch.int32)	6	0.616	1	0:01:27.495442
171	tensor([9], dtype=torch.int32)	18	0.396	0	0:01:28.641843
172	tensor([1], dtype=torch.int32)	1	0.616	1	0:01:29.701914
