idx	label	predict	correct	time
250	tensor([3], dtype=torch.int32)	3	1	0:03:07.528445
251	tensor([5], dtype=torch.int32)	5	1	0:05:07.420488
252	tensor([7], dtype=torch.int32)	6	0	0:08:40.783051
253	tensor([2], dtype=torch.int32)	2	1	0:03:04.304036
254	tensor([9], dtype=torch.int32)	2	0	0:03:32.139982
255	tensor([0], dtype=torch.int32)	0	1	0:04:17.969452
256	tensor([4], dtype=torch.int32)	4	1	0:01:08.408673
257	tensor([6], dtype=torch.int32)	6	1	0:06:33.467948
258	tensor([2], dtype=torch.int32)	-1	0	0:02:20.385153
259	tensor([8], dtype=torch.int32)	8	1	0:01:40.553795
260	tensor([5], dtype=torch.int32)	5	1	0:04:02.789689
261	tensor([6], dtype=torch.int32)	6	1	0:04:01.635054
262	tensor([3], dtype=torch.int32)	4	0	0:07:09.951806
263	tensor([1], dtype=torch.int32)	1	1	0:02:25.521565
264	tensor([7], dtype=torch.int32)	7	1	0:04:18.846705
265	tensor([9], dtype=torch.int32)	3	0	0:02:43.435650
266	tensor([7], dtype=torch.int32)	1	0	0:03:17.954051
267	tensor([8], dtype=torch.int32)	8	1	0:03:59.679239
268	tensor([0], dtype=torch.int32)	0	1	0:05:03.011831
269	tensor([9], dtype=torch.int32)	3	0	0:05:29.504633
270	tensor([0], dtype=torch.int32)	0	1	0:02:27.625709
271	tensor([5], dtype=torch.int32)	-1	0	0:02:50.455067
272	tensor([0], dtype=torch.int32)	0	1	0:02:48.104411
273	tensor([9], dtype=torch.int32)	2	0	0:01:40.728207
274	tensor([7], dtype=torch.int32)	7	1	0:02:00.210953
275	tensor([0], dtype=torch.int32)	0	1	0:02:14.936454
276	tensor([5], dtype=torch.int32)	-1	0	0:03:16.798204
277	tensor([4], dtype=torch.int32)	4	1	0:07:30.574235
278	tensor([6], dtype=torch.int32)	6	1	0:05:14.778647
279	tensor([8], dtype=torch.int32)	8	1	0:02:30.948522
280	tensor([6], dtype=torch.int32)	6	1	0:03:44.483225
281	tensor([4], dtype=torch.int32)	7	0	0:02:08.810422
282	tensor([6], dtype=torch.int32)	6	1	0:07:13.209391
283	tensor([9], dtype=torch.int32)	7	0	0:07:18.557499
284	tensor([6], dtype=torch.int32)	4	0	0:03:56.738039
285	tensor([1], dtype=torch.int32)	1	1	0:03:27.401848
286	tensor([8], dtype=torch.int32)	8	1	0:01:45.337475
287	tensor([0], dtype=torch.int32)	1	0	0:02:06.341902
288	tensor([8], dtype=torch.int32)	8	1	0:02:29.296171
289	tensor([5], dtype=torch.int32)	5	1	0:01:46.893049
290	tensor([1], dtype=torch.int32)	1	1	0:01:47.521168
291	tensor([6], dtype=torch.int32)	6	1	0:02:12.919518
292	tensor([0], dtype=torch.int32)	6	0	0:06:25.082334
293	tensor([6], dtype=torch.int32)	6	1	0:01:31.664312
294	tensor([8], dtype=torch.int32)	7	0	0:05:38.749899
295	tensor([3], dtype=torch.int32)	6	0	0:06:50.466300
296	tensor([7], dtype=torch.int32)	7	1	0:03:26.286313
297	tensor([6], dtype=torch.int32)	6	1	0:03:23.640625
298	tensor([0], dtype=torch.int32)	2	0	0:08:04.414590
299	tensor([6], dtype=torch.int32)	6	1	0:04:10.980574
300	tensor([9], dtype=torch.int32)	7	0	0:06:51.534185
301	tensor([2], dtype=torch.int32)	2	1	0:02:08.932045
302	tensor([9], dtype=torch.int32)	9	1	0:01:19.622370
303	tensor([7], dtype=torch.int32)	7	1	0:02:26.887236
304	tensor([5], dtype=torch.int32)	8	0	0:01:46.551260
305	tensor([3], dtype=torch.int32)	6	0	0:09:14.256030
306	tensor([9], dtype=torch.int32)	9	1	0:07:37.250828
307	tensor([6], dtype=torch.int32)	6	1	0:03:28.214941
308	tensor([0], dtype=torch.int32)	0	1	0:02:30.028395
309	tensor([0], dtype=torch.int32)	0	1	0:01:46.236603
310	tensor([1], dtype=torch.int32)	8	0	0:02:15.076980
311	tensor([6], dtype=torch.int32)	6	1	0:01:53.148284
312	tensor([9], dtype=torch.int32)	6	0	0:01:37.330813
313	tensor([2], dtype=torch.int32)	2	1	0:01:52.291930
314	tensor([8], dtype=torch.int32)	3	0	0:01:45.451653
315	tensor([4], dtype=torch.int32)	4	1	0:02:35.497586
316	tensor([2], dtype=torch.int32)	-1	0	0:02:03.482556
317	tensor([3], dtype=torch.int32)	3	1	0:03:14.721702
318	tensor([9], dtype=torch.int32)	6	0	0:02:20.295953
319	tensor([5], dtype=torch.int32)	5	1	0:05:48.573766
320	tensor([2], dtype=torch.int32)	2	1	0:03:07.328702
321	tensor([9], dtype=torch.int32)	6	0	0:03:59.624700
322	tensor([4], dtype=torch.int32)	4	1	0:03:58.707345
323	tensor([5], dtype=torch.int32)	5	1	0:03:56.355263
324	tensor([5], dtype=torch.int32)	5	1	0:03:56.186925
325	tensor([3], dtype=torch.int32)	6	0	0:03:56.377583
326	tensor([6], dtype=torch.int32)	6	1	0:03:56.500154
327	tensor([6], dtype=torch.int32)	6	1	0:03:56.456513
328	tensor([6], dtype=torch.int32)	7	0	0:03:56.254729
329	tensor([8], dtype=torch.int32)	8	1	0:03:56.327834
330	tensor([4], dtype=torch.int32)	4	1	0:03:56.263729
331	tensor([1], dtype=torch.int32)	1	1	0:03:57.309156
332	tensor([8], dtype=torch.int32)	8	1	0:03:56.714792
333	tensor([6], dtype=torch.int32)	6	1	0:03:56.254902
334	tensor([4], dtype=torch.int32)	-1	0	0:03:55.792408
335	tensor([7], dtype=torch.int32)	7	1	0:03:56.449681
336	tensor([2], dtype=torch.int32)	2	1	0:03:56.200269
337	tensor([6], dtype=torch.int32)	6	1	0:04:00.371747
338	tensor([3], dtype=torch.int32)	3	1	0:04:09.069281
339	tensor([9], dtype=torch.int32)	9	1	0:04:08.748666
340	tensor([7], dtype=torch.int32)	7	1	0:04:08.974702
341	tensor([3], dtype=torch.int32)	3	1	0:04:08.817672
342	tensor([4], dtype=torch.int32)	4	1	0:04:08.762586
343	tensor([6], dtype=torch.int32)	6	1	0:04:09.577167
344	tensor([6], dtype=torch.int32)	6	1	0:04:08.594193
345	tensor([1], dtype=torch.int32)	1	1	0:04:08.726855
346	tensor([2], dtype=torch.int32)	3	0	0:04:09.066246
347	tensor([9], dtype=torch.int32)	7	0	0:04:08.363699
348	tensor([1], dtype=torch.int32)	1	1	0:04:08.689477
349	tensor([2], dtype=torch.int32)	2	1	0:04:08.405459
350	tensor([4], dtype=torch.int32)	8	0	0:04:08.453566
351	tensor([5], dtype=torch.int32)	5	1	0:04:08.648682
352	tensor([2], dtype=torch.int32)	2	1	0:04:08.639109
353	tensor([7], dtype=torch.int32)	7	1	0:04:08.194418
354	tensor([4], dtype=torch.int32)	4	1	0:04:07.960433
355	tensor([2], dtype=torch.int32)	2	1	0:04:08.448938
356	tensor([5], dtype=torch.int32)	5	1	0:04:08.775190
357	tensor([4], dtype=torch.int32)	4	1	0:04:08.662041
358	tensor([2], dtype=torch.int32)	2	1	0:04:08.420043
359	tensor([6], dtype=torch.int32)	6	1	0:04:08.659527
360	tensor([9], dtype=torch.int32)	9	1	0:04:08.535937
361	tensor([6], dtype=torch.int32)	6	1	0:04:08.012286
362	tensor([2], dtype=torch.int32)	5	0	0:04:07.956137
363	tensor([6], dtype=torch.int32)	6	1	0:04:08.510923
364	tensor([7], dtype=torch.int32)	7	1	0:04:08.570471
365	tensor([9], dtype=torch.int32)	9	1	0:04:08.771621
366	tensor([5], dtype=torch.int32)	5	1	0:04:08.754840
367	tensor([5], dtype=torch.int32)	5	1	0:04:08.007921
368	tensor([9], dtype=torch.int32)	9	1	0:04:08.203385
369	tensor([6], dtype=torch.int32)	6	1	0:04:08.444938
370	tensor([2], dtype=torch.int32)	2	1	0:04:10.280717
371	tensor([4], dtype=torch.int32)	4	1	0:04:08.032656
372	tensor([6], dtype=torch.int32)	6	1	0:04:12.015959
373	tensor([0], dtype=torch.int32)	0	1	0:04:09.944000
374	tensor([5], dtype=torch.int32)	5	1	0:04:08.429232
375	tensor([1], dtype=torch.int32)	1	1	0:04:08.261175
376	tensor([7], dtype=torch.int32)	7	1	0:04:07.874047
377	tensor([4], dtype=torch.int32)	7	0	0:04:07.165883
378	tensor([9], dtype=torch.int32)	9	1	0:04:07.674635
379	tensor([1], dtype=torch.int32)	1	1	0:04:04.967586
380	tensor([2], dtype=torch.int32)	2	1	0:04:05.313913
381	tensor([3], dtype=torch.int32)	4	0	0:04:05.950857
382	tensor([4], dtype=torch.int32)	8	0	0:04:06.263879
383	tensor([4], dtype=torch.int32)	4	1	0:04:05.597900
384	tensor([6], dtype=torch.int32)	6	1	0:04:05.729299
385	tensor([8], dtype=torch.int32)	8	1	0:04:05.968058
386	tensor([1], dtype=torch.int32)	1	1	0:04:06.203031
387	tensor([6], dtype=torch.int32)	8	0	0:04:05.817971
388	tensor([6], dtype=torch.int32)	6	1	0:04:06.030011
389	tensor([6], dtype=torch.int32)	6	1	0:04:05.829396
390	tensor([9], dtype=torch.int32)	6	0	0:04:05.756702
391	tensor([7], dtype=torch.int32)	7	1	0:04:05.754258
392	tensor([3], dtype=torch.int32)	3	1	0:04:06.021990
393	tensor([1], dtype=torch.int32)	1	1	0:04:05.687374
394	tensor([0], dtype=torch.int32)	0	1	0:04:06.090077
395	tensor([2], dtype=torch.int32)	2	1	0:04:08.608580
396	tensor([0], dtype=torch.int32)	2	0	0:04:07.520247
397	tensor([2], dtype=torch.int32)	4	0	0:04:07.431566
398	tensor([0], dtype=torch.int32)	0	1	0:04:07.398364
399	tensor([2], dtype=torch.int32)	2	1	0:04:07.440770
400	tensor([6], dtype=torch.int32)	6	1	0:04:07.927724
401	tensor([8], dtype=torch.int32)	8	1	0:04:09.279309
402	tensor([1], dtype=torch.int32)	1	1	0:04:10.270450
403	tensor([8], dtype=torch.int32)	8	1	0:04:10.544827
404	tensor([4], dtype=torch.int32)	3	0	0:04:11.894543
405	tensor([6], dtype=torch.int32)	-1	0	0:04:11.089973
406	tensor([4], dtype=torch.int32)	4	1	0:04:10.953409
407	tensor([5], dtype=torch.int32)	5	1	0:04:11.002485
408	tensor([5], dtype=torch.int32)	5	1	0:04:11.087157
409	tensor([1], dtype=torch.int32)	1	1	0:04:10.466537
410	tensor([0], dtype=torch.int32)	0	1	0:04:05.713860
411	tensor([4], dtype=torch.int32)	4	1	0:04:02.111068
412	tensor([7], dtype=torch.int32)	7	1	0:04:01.041326
413	tensor([2], dtype=torch.int32)	2	1	0:04:01.743887
414	tensor([0], dtype=torch.int32)	0	1	0:04:02.379657
415	tensor([0], dtype=torch.int32)	0	1	0:04:03.406405
416	tensor([0], dtype=torch.int32)	0	1	0:04:03.486292
417	tensor([0], dtype=torch.int32)	0	1	0:04:03.706489
418	tensor([7], dtype=torch.int32)	7	1	0:04:03.411306
419	tensor([7], dtype=torch.int32)	7	1	0:04:06.979714
420	tensor([6], dtype=torch.int32)	6	1	0:04:08.459926
421	tensor([1], dtype=torch.int32)	1	1	0:04:09.027886
422	tensor([0], dtype=torch.int32)	0	1	0:04:09.292172
423	tensor([3], dtype=torch.int32)	3	1	0:04:08.830637
424	tensor([7], dtype=torch.int32)	7	1	0:04:08.793798
425	tensor([2], dtype=torch.int32)	2	1	0:04:08.507150
426	tensor([4], dtype=torch.int32)	4	1	0:04:08.950309
427	tensor([8], dtype=torch.int32)	8	1	0:04:08.275935
428	tensor([9], dtype=torch.int32)	2	0	0:04:08.809688
429	tensor([6], dtype=torch.int32)	6	1	0:04:08.341752
430	tensor([8], dtype=torch.int32)	8	1	0:04:07.184857
431	tensor([5], dtype=torch.int32)	4	0	0:04:05.528283
432	tensor([1], dtype=torch.int32)	1	1	0:04:05.553574
433	tensor([5], dtype=torch.int32)	5	1	0:04:07.068067
434	tensor([6], dtype=torch.int32)	7	0	0:04:05.663556
435	tensor([5], dtype=torch.int32)	2	0	0:04:08.020865
